"","index","input_gene","ortholog_gene"
"PDGFRB",14631,"PDGFRB","PDGFRB"
"PDE6A",14632,"PDE6A","PDE6A"
"FGF18",14633,"FGF18","FGF18"
"KCNIP1",14634,"KCNIP1","KCNIP1"
"KCNMB1",14635,"KCNMB1","KCNMB1"
"IL17B",14636,"IL17B","IL17B"
"AFAP1L1",14637,"AFAP1L1","AFAP1L1"
"CDH6",14638,"CDH6","CDH6"
"SLIT3",14640,"SLIT3","SLIT3"
"CDH10",14641,"CDH10","CDH10"
"CDH18",14642,"CDH18","CDH18"
"SH3TC2",14643,"SH3TC2","SH3TC2"
"WWC1",14644,"WWC1","WWC1"
"MAT1A",14645,"MAT1A","MAT1A"
"DYDC1",14646,"DYDC1","DYDC1"
"ESM1",14647,"ESM1","ESM1"
"DYDC2",14648,"DYDC2","DYDC2"
"GABRA1",14649,"GABRA1","GABRA1"
"FBXL7",14650,"FBXL7","FBXL7"
"ISL1",14651,"ISL1","ISL1"
"BICC1",14652,"BICC1","BICC1"
"C1QTNF2",14653,"C1QTNF2","C1QTNF2"
"PHYHIPL",14654,"PHYHIPL","PHYHIPL"
"ADRA1B",14655,"ADRA1B","ADRA1B"
"FAM13C",14656,"FAM13C","FAM13C"
"CDHR1",14657,"CDHR1","CDHR1"
"LRIT1",14658,"LRIT1","LRIT1"
"RGR",14659,"RGR","RGR"
"GRID1",14660,"GRID1","GRID1"
"OPN4",14661,"OPN4","OPN4"
"KCNMA1",14662,"KCNMA1","KCNMA1"
"LDB3",14663,"LDB3","LDB3"
"MMRN2",14664,"MMRN2","MMRN2"
"SLC35F3",14665,"SLC35F3","SLC35F3"
"ANTXRL",14668,"ANTXRL","ANTXRL"
"PLCXD3",14669,"PLCXD3","PLCXD3"
"CAPN9",14670,"CAPN9","CAPN9"
"LRRTM3",14672,"LRRTM3","LRRTM3"
"OSMR",14673,"OSMR","OSMR"
"EGFLAM",14674,"EGFLAM","EGFLAM"
"PGBD5",14675,"PGBD5","PGBD5"
"ATOH7",14676,"ATOH7","ATOH7"
"HKDC1",14677,"HKDC1","HKDC1"
"ACTL8",14678,"ACTL8","ACTL8"
"MFAP2",14680,"MFAP2","MFAP2"
"EPHB2",14681,"EPHB2","EPHB2"
"C1QB",14682,"C1QB","C1QB"
"C1QC",14683,"C1QC","C1QC"
"WNT4",14684,"WNT4","WNT4"
"HSPG2",14685,"HSPG2","HSPG2"
"DND1",14686,"DND1","DND1"
"FNDC5",14687,"FNDC5","FNDC5"
"ARHGEF19",14688,"ARHGEF19","ARHGEF19"
"FAM131C",14689,"FAM131C","FAM131C"
"SRARP",14691,"SRARP","SRARP"
"FBLIM1",14693,"FBLIM1","FBLIM1"
"TMEM82",14694,"TMEM82","TMEM82"
"SLC25A34",14695,"SLC25A34","SLC25A34"
"MMP15",14696,"MMP15","MMP15"
"TEPP",14697,"TEPP","SPMIP8"
"FAM110D",14699,"FAM110D","FAM110D"
"SLC30A2",14700,"SLC30A2","SLC30A2"
"EXTL1",14701,"EXTL1","EXTL1"
"PCDHB6",14704,"PCDHB6","PCDHB6"
"GAD2",14705,"GAD2","GAD2"
"LRRC38",14706,"LRRC38","LRRC38"
"PCDHB7",14707,"PCDHB7","PCDHB7"
"PCDHB14",14708,"PCDHB14","PCDHB14"
"PCDHB16",14709,"PCDHB16","PCDHB16"
"DHRS3",14710,"DHRS3","DHRS3"
"MYO3A",14711,"MYO3A","MYO3A"
"CX3CL1",14713,"CX3CL1","CX3CL1"
"PLLP",14714,"PLLP","PLLP"
"ENKUR",14716,"ENKUR","ENKUR"
"PRTFDC1",14717,"PRTFDC1","PRTFDC1"
"SLC39A12",14718,"SLC39A12","SLC39A12"
"COL16A1",14719,"COL16A1","COL16A1"
"SLC12A3",14720,"SLC12A3","SLC12A3"
"TINAGL1",14721,"TINAGL1","TINAGL1"
"ST8SIA6",14724,"ST8SIA6","ST8SIA6"
"RAP1GAP",14725,"RAP1GAP","RAP1GAP"
"SLC6A2",14727,"SLC6A2","SLC6A2"
"MMP2",14728,"MMP2","MMP2"
"IRX5",14729,"IRX5","IRX5"
"IRX3",14730,"IRX3","IRX3"
"C1QL3",14731,"C1QL3","C1QL3"
"PCDH12",14732,"PCDH12","PCDH12"
"SPRY4",14733,"SPRY4","SPRY4"
"TOX3",14735,"TOX3","TOX3"
"RNF180",14736,"RNF180","RNF180"
"SH2D5",14737,"SH2D5","SH2D5"
"KCTD16",14738,"KCTD16","KCTD16"
"ITIH2",14739,"ITIH2","ITIH2"
"SH3RF2",14740,"SH3RF2","SH3RF2"
"PLA2G5",14741,"PLA2G5","PLA2G5"
"SPINK5",14742,"SPINK5","SPINK5"
"SPINK6",14743,"SPINK6","SPINK6"
"MCIDAS",14744,"MCIDAS","MCIDAS"
"CCNO",14745,"CCNO","CCNO"
"LHX9",14746,"LHX9","LHX9"
"CATSPERE",14747,"CATSPERE","CATSPERE"
"FAM163A",14748,"FAM163A","FAM163A"
"TDRD5",14749,"TDRD5","TDRD5"
"CRB1",14750,"CRB1","CRB1"
"NPHS2",14751,"NPHS2","NPHS2"
"NPR1",14752,"NPR1","NPR1"
"PIEZO2",14753,"PIEZO2","PIEZO2"
"KIF26B",14754,"KIF26B","KIF26B"
"GNAL",14755,"GNAL","GNAL"
"S100A16",14756,"S100A16","S100A16"
"SEC16B",14758,"SEC16B","SEC16B"
"MYBPH",14759,"MYBPH","MYBPH"
"ADORA1",14760,"ADORA1","ADORA1"
"SYT14",14761,"SYT14","SYT14"
"STUM",14762,"STUM","STUM"
"KCNH1",14763,"KCNH1","KCNH1"
"TNN",14764,"TNN","TNN"
"KATNAL2",14766,"KATNAL2","KATNAL2"
"ST8SIA5",14767,"ST8SIA5","ST8SIA5"
"MYOC",14768,"MYOC","MYOC"
"LOXHD1",14769,"LOXHD1","LOXHD1"
"GAREM1",14770,"GAREM1","GAREM1"
"ZBTB7C",14773,"ZBTB7C","ZBTB7C"
"SLC9C2",14774,"SLC9C2","SLC9C2"
"CRABP2",14775,"CRABP2","CRABP2"
"NES",14776,"NES","NES"
"BCAN",14777,"BCAN","BCAN"
"FMO3",14778,"FMO3","FMO3"
"MROH9",14780,"MROH9","MROH9"
"LGR6",14781,"LGR6","LGR6"
"PRRX1",14782,"PRRX1","PRRX1"
"TNFSF4",14783,"TNFSF4","TNFSF4"
"COLEC12",14785,"COLEC12","COLEC12"
"DSC1",14787,"DSC1","DSC2"
"SIGLEC15",14788,"SIGLEC15","SIGLEC15"
"CDH2",14789,"CDH2","CDH2"
"SLC14A2",14790,"SLC14A2","SLC14A2"
"KCNK2",14792,"KCNK2","KCNK2"
"SELE",14793,"SELE","SELE"
"CHST9",14795,"CHST9","CHST9"
"RIT2",14796,"RIT2","RIT2"
"MEX3A",14799,"MEX3A","MEX3A"
"DLGAP1",14800,"DLGAP1","DLGAP1"
"AKAIN1",14801,"AKAIN1","AKAIN1"
"KIAA1614",14802,"KIAA1614","KIAA1614"
"ZNF648",14803,"ZNF648","ZNF648"
"MAP1LC3C",14804,"MAP1LC3C","MAP1LC3C"
"LAMA1",14805,"LAMA1","LAMA1"
"PKLR",14806,"PKLR","PKLR"
"SHCBP1L",14807,"SHCBP1L","SHCBP1L"
"LAMC2",14808,"LAMC2","LAMC2"
"NMNAT2",14809,"NMNAT2","NMNAT2"
"LENEP",14810,"LENEP","LENEP"
"COLGALT2",14811,"COLGALT2","COLGALT2"
"HMCN1",14812,"HMCN1","HMCN1"
"PDC",14813,"PDC","PDC"
"ADGRL4",14814,"ADGRL4","ADGRL4"
"PTGFR",14815,"PTGFR","PTGFR"
"NOXO1",14816,"NOXO1","NOXO1"
"RPL3L",14817,"RPL3L","RPL3L"
"SLC16A4",14819,"SLC16A4","SLC16A4"
"SLC6A17",14820,"SLC6A17","SLC6A17"
"ALX3",14821,"ALX3","ALX3"
"EPS8L3",14822,"EPS8L3","EPS8L3"
"ST6GALNAC3",14823,"ST6GALNAC3","ST6GALNAC3"
"BARHL2",14824,"BARHL2","BARHL2"
"MSH4",14825,"MSH4","MSH4"
"GNAT2",14826,"GNAT2","GNAT2"
"EPHB4",14827,"EPHB4","EPHB4"
"LRRIQ3",14828,"LRRIQ3","LRRIQ3"
"EPO",14829,"EPO","EPO"
"C6H16orf89",14830,"C6H16orf89","C16orf89"
"GPRC5B",14831,"GPRC5B","GPRC5B"
"LRRC7",14833,"LRRC7","LRRC7"
"SLC29A4",14834,"SLC29A4","SLC29A4"
"NTNG1",14835,"NTNG1","NTNG1"
"SEPTIN12",14836,"SEPTIN12","SEPTIN12"
"PRSS36",14838,"PRSS36","PRSS36"
"COL11A1",14839,"COL11A1","COL11A1"
"PRSS8",14840,"PRSS8","PRSS8"
"CLCA4",14841,"CLCA4","CLCA4"
"CLCA1",14842,"CLCA1","CLCA1"
"CLCA2",14843,"CLCA2","CLCA2"
"STX1B",14844,"STX1B","STX1B"
"ELN",14845,"ELN","ELN"
"COL24A1",14846,"COL24A1","COL24A1"
"ARHGDIG",14848,"ARHGDIG","ARHGDIG"
"VPS37D",14849,"VPS37D","VPS37D"
"CALN1",14850,"CALN1","CALN1"
"CCN1",14851,"CCN1","CCN1"
"DDAH1",14853,"DDAH1","DDAH1"
"DNAI3",14854,"DNAI3","DNAI3"
"FZD9",14855,"FZD9","FZD9"
"AZGP1",14856,"AZGP1","AZGP1"
"VASN",14857,"VASN","VASN"
"DNASE1",14859,"DNASE1","DNASE1"
"CLDN6",14860,"CLDN6","CLDN6"
"PALMD",14862,"PALMD","PALMD"
"PLPPR4",14863,"PLPPR4","PLPPR4"
"PLPPR5",14864,"PLPPR5","PLPPR5"
"NTN3",14865,"NTN3","NTN3"
"SLC44A3",14869,"SLC44A3","SLC44A3"
"C6H16orf92",14870,"C6H16orf92","C16orf92"
"SCNN1B",14871,"SCNN1B","SCNN1B"
"TVP23A",14872,"TVP23A","TVP23A"
"TEKT5",14873,"TEKT5","TEKT5"
"HS3ST2",14874,"HS3ST2","HS3ST2"
"RBFOX1",14875,"RBFOX1","RBFOX1"
"CRYM",14876,"CRYM","CRYM"
"SSC4D",14878,"SSC4D","SSC4D"
"TMEM130",14881,"TMEM130","TMEM130"
"GPER1",14882,"GPER1","GPER1"
"NPTX2",14883,"NPTX2","NPTX2"
"MYL10",14884,"MYL10","MYL10"
"COL26A1",14885,"COL26A1","COL26A1"
"SPAG8",14886,"SPAG8","SPAG8"
"FAM221B",14887,"FAM221B","FAM221B"
"HRCT1",14888,"HRCT1","HRCT1"
"ADAMTSL1",14891,"ADAMTSL1","ADAMTSL1"
"SAXO1",14892,"SAXO1","SAXO1"
"MYORG",14894,"MYORG","MYORG"
"DMRTA1",14895,"DMRTA1","DMRTA1"
"WDR31",14897,"WDR31","WDR31"
"MLANA",14898,"MLANA","MLANA"
"ADAMTS19",14899,"ADAMTS19","ADAMTS19"
"GFPT2",14900,"GFPT2","GFPT2"
"RASGEF1C",14901,"RASGEF1C","RASGEF1C"
"IL33",14902,"IL33","IL33"
"GLDC",14903,"GLDC","GLDC"
"CHSY3",14904,"CHSY3","CHSY3"
"PTPRD",14906,"PTPRD","PTPRD"
"MSMP",14907,"MSMP","MSMP"
"LURAP1L",14908,"LURAP1L","LURAP1L"
"MPDZ",14909,"MPDZ","MPDZ"
"TNFSF15",14910,"TNFSF15","TNFSF15"
"TNC",14912,"TNC","TNC"
"PRR16",14913,"PRR16","PRR16"
"COL23A1",14915,"COL23A1","COL23A1"
"LOX",14917,"LOX","LOX"
"SNCAIP",14919,"SNCAIP","SNCAIP"
"PAPPA",14920,"PAPPA","PAPPA"
"FRRS1L",14922,"FRRS1L","FRRS1L"
"ACSL6",14924,"ACSL6","ACSL6"
"C11H9orf152",14925,"C11H9orf152","C9orf152"
"CSF2",14926,"CSF2","CSF2"
"SVEP1",14927,"SVEP1","SVEP1"
"LVRN",14928,"LVRN","LVRN"
"SEMA6A",14929,"SEMA6A","SEMA6A"
"CCDC192",14930,"CCDC192","CCDC192"
"SOWAHA",14931,"SOWAHA","SOWAHA"
"SHROOM1",14932,"SHROOM1","SHROOM1"
"CATSPER3",14934,"CATSPER3","CATSPER3"
"PITX1",14935,"PITX1","PITX1"
"CCDC85C",14936,"CCDC85C","CCDC85C"
"NFATC4",14938,"NFATC4","NFATC4"
"PAX9",14939,"PAX9","PAX9"
"NYNRIN",14940,"NYNRIN","NYNRIN"
"FOXA1",14942,"FOXA1","FOXA1"
"SLC8A3",14945,"SLC8A3","SLC8A3"
"PRKD1",14947,"PRKD1","PRKD1"
"TC2N",14948,"TC2N","TC2N"
"TOMM20L",14950,"TOMM20L","TOMM20L"
"ASPG",14951,"ASPG","ASPG"
"C8H14orf180",14952,"C8H14orf180","C14orf180"
"SLC24A4",14953,"SLC24A4","SLC24A4"
"DIO2",14954,"DIO2","DIO2"
"MDGA2",14956,"MDGA2","MDGA2"
"CDKL1",14957,"CDKL1","CDKL1"
"DACT1",14958,"DACT1","DACT1"
"CLBA1",14959,"CLBA1","CLBA1"
"PRIMA1",14960,"PRIMA1","PRIMA1"
"CCDC175",14961,"CCDC175","CCDC175"
"RTN1",14962,"RTN1","RTN1"
"FLRT2",14965,"FLRT2","FLRT2"
"C8H14orf39",14966,"C8H14orf39","C14orf39"
"SIX1",14967,"SIX1","SIX1"
"SIX4",14968,"SIX4","SIX4"
"SERPINA9",14969,"SERPINA9","SERPINA9"
"SERPINA3",14971,"SERPINA3","SERPINA3"
"GSC",14972,"GSC","GSC"
"RHOJ",14973,"RHOJ","RHOJ"
"LTBP2",14975,"LTBP2","LTBP2"
"PPP1R36",14976,"PPP1R36","PPP1R36"
"RPS6KL1",14978,"RPS6KL1","RPS6KL1"
"PLEKHH1",14979,"PLEKHH1","PLEKHH1"
"CMTM5",14980,"CMTM5","CMTM5"
"FERMT2",14981,"FERMT2","FERMT2"
"FHL5",14982,"FHL5","FHL5"
"TBX18",14983,"TBX18","TBX18"
"C12H6orf163",14985,"C12H6orf163","C6orf163"
"SIM1",14986,"SIM1","SIM1"
"GRIK2",14987,"GRIK2","GRIK2"
"SPACA1",14988,"SPACA1","SPACA1"
"POPDC3",14990,"POPDC3","POPDC3"
"BVES",14991,"BVES","BVES"
"FAM83B",14992,"FAM83B","FAM83B"
"HCRTR2",14993,"HCRTR2","HCRTR2"
"HMGCLL1",14994,"HMGCLL1","HMGCLL1"
"BMP5",14995,"BMP5","BMP5"
"COL21A1",14996,"COL21A1","COL21A1"
"EPHA7",14997,"EPHA7","EPHA7"
"BEND6",14998,"BEND6","BEND6"
"CDSN",15000,"CDSN","CDSN"
"METTL24",15002,"METTL24","METTL24"
"DDO",15003,"DDO","DDO"
"SLC22A16",15004,"SLC22A16","SLC22A16"
"KHDRBS2",15006,"KHDRBS2","KHDRBS2"
"KCNK16",15008,"KCNK16","KCNK16"
"KIF6",15009,"KIF6","KIF6"
"LGSN",15010,"LGSN","LGSN"
"DAAM2",15011,"DAAM2","DAAM2"
"LRFN2",15012,"LRFN2","LRFN2"
"CCN6",15013,"CCN6","CCN6"
"SPATS1",15014,"SPATS1","SPATS1"
"ADGRB3",15015,"ADGRB3","ADGRB3"
"HS3ST5",15016,"HS3ST5","HS3ST5"
"LY6G5C",15017,"LY6G5C","LY6G5C"
"COL10A1",15019,"COL10A1","COL10A1"
"DPPA5",15021,"DPPA5","DPPA5"
"COL9A1",15022,"COL9A1","COL9A1"
"MLN",15023,"MLN","MLN"
"MDFI",15024,"MDFI","MDFI"
"SLC44A4",15025,"SLC44A4","SLC44A4"
"COL12A1",15026,"COL12A1","COL12A1"
"ADGRF4",15027,"ADGRF4","ADGRF4"
"GUCA1ANB",15028,"GUCA1ANB","CIMIP3"
"TCP11",15029,"TCP11","TCP11"
"SCUBE3",15030,"SCUBE3","SCUBE3"
"PRPH2",15031,"PRPH2","PRPH2"
"TEAD3",15032,"TEAD3","TEAD3"
"TPBG",15033,"TPBG","TPBG"
"PRSS35",15034,"PRSS35","PRSS35"
"CLPS",15035,"CLPS","CLPS"
"WNT7B",15036,"WNT7B","WNT7B"
"PHF21B",15037,"PHF21B","PHF21B"
"SHISAL1",15038,"SHISAL1","SHISAL1"
"SYN3",15039,"SYN3","SYN3"
"PNPLA3",15040,"PNPLA3","PNPLA3"
"SULT4A1",15041,"SULT4A1","SULT4A1"
"EFCAB6",15042,"EFCAB6","EFCAB6"
"SCUBE1",15043,"SCUBE1","SCUBE1"
"AVPR1A",15044,"AVPR1A","AVPR1A"
"ATP6V1B1",15045,"ATP6V1B1","ATP6V1B1"
"ST6GAL2",15046,"ST6GAL2","ST6GAL2"
"SIX3",15047,"SIX3","SIX3"
"SIX2",15048,"SIX2","SIX2"
"WIF1",15049,"WIF1","WIF1"
"POU3F3",15050,"POU3F3","POU3F3"
"CSDC2",15052,"CSDC2","CSDC2"
"GLS2",15053,"GLS2","GLS2"
"RFX8",15054,"RFX8","RFX8"
"CREG2",15055,"CREG2","CREG2"
"EFEMP1",15056,"EFEMP1","EFEMP1"
"CCDC85A",15057,"CCDC85A","CCDC85A"
"MAPK12",15058,"MAPK12","MAPK12"
"MCHR1",15059,"MCHR1","MCHR1"
"FAM227A",15060,"FAM227A","FAM227A"
"DMC1",15061,"DMC1","DMC1"
"MYRFL",15062,"MYRFL","MYRFL"
"SLC16A8",15063,"SLC16A8","SLC16A8"
"SOX10",15064,"SOX10","SOX10"
"NDUFA4L2",15065,"NDUFA4L2","NDUFA4L2"
"C10H2orf73",15066,"C10H2orf73","C2orf73"
"TPH2",15067,"TPH2","TPH2"
"CDC42EP1",15068,"CDC42EP1","CDC42EP1"
"CARD10",15069,"CARD10","CARD10"
"ELFN2",15070,"ELFN2","ELFN2"
"CYP27B1",15071,"CYP27B1","CYP27B1"
"PKDREJ",15072,"PKDREJ","PKDREJ"
"TDRD15",15074,"TDRD15","TDRD15"
"EVA1A",15075,"EVA1A","EVA1A"
"KLHL29",15076,"KLHL29","KLHL29"
"ANKRD34A",15077,"ANKRD34A","ANKRD34A"
"PFN4",15078,"PFN4","PFN4"
"WNT2B",15079,"WNT2B","WNT2B"
"ADCY3",15081,"ADCY3","ADCY3"
"CA14",15082,"CA14","CA14"
"EGR4",15083,"EGR4","EGR4"
"GAREM2",15084,"GAREM2","GAREM2"
"CTXND2",15086,"CTXND2","CTXND2"
"FOXI3",15087,"FOXI3","FOXI3"
"DPYSL5",15088,"DPYSL5","DPYSL5"
"FABP1",15089,"FABP1","FABP1"
"CDKL4",15090,"CDKL4","CDKL4"
"REEP1",15092,"REEP1","REEP1"
"FNDC4",15093,"FNDC4","FNDC4"
"KCNG3",15094,"KCNG3","KCNG3"
"CDK2AP1",15095,"CDK2AP1","CDK2AP1"
"ADRA2B",15096,"ADRA2B","ADRA2B"
"NGF",15097,"NGF","NGF"
"ATP6V1C2",15098,"ATP6V1C2","ATP6V1C2"
"PCARE",15100,"PCARE","PCARE"
"MALL",15101,"MALL","MALL"
"CTNNA2",15102,"CTNNA2","CTNNA2"
"RAD51AP2",15103,"RAD51AP2","RAD51AP2"
"SPAG17",15104,"SPAG17","SPAG17"
"FBLN7",15105,"FBLN7","FBLN7"
"TBX15",15106,"TBX15","TBX15"
"VIT",15110,"VIT","VIT"
"APOB",15111,"APOB","APOB"
"GJA5",15112,"GJA5","GJA5"
"ANKRD35",15113,"ANKRD35","ANKRD35"
"ERMAP",15114,"ERMAP","ERMAP"
"CLDN19",15115,"CLDN19","CLDN19"
"ZMYND12",15116,"ZMYND12","ZMYND12"
"RIMKLA",15117,"RIMKLA","RIMKLA"
"EDN2",15118,"EDN2","EDN2"
"NT5C1A",15119,"NT5C1A","NT5C1A"
"MANEAL",15120,"MANEAL","MANEAL"
"DNALI1",15123,"DNALI1","DNALI1"
"OTOGL",15124,"OTOGL","OTOGL"
"TRABD2B",15125,"TRABD2B","TRABD2B"
"FHDC1",15126,"FHDC1","FHDC1"
"SFRP2",15127,"SFRP2","SFRP2"
"TEX38",15128,"TEX38","TEX38"
"NTN4",15129,"NTN4","NTN4"
"DMBX1",15130,"DMBX1","DMBX1"
"C15H1orf216",15131,"C15H1orf216","C1orf216"
"GLRB",15132,"GLRB","GLRB"
"GRIA2",15133,"GRIA2","GRIA2"
"MYLK3",15134,"MYLK3","MYLK3"
"RNASE10",15136,"RNASE10","RNASE10"
"SLC6A15",15137,"SLC6A15","SLC6A15"
"ALX1",15138,"ALX1","ALX1"
"NTS",15139,"NTS","NTS"
"MGAT4C",15140,"MGAT4C","MGAT4C"
"TPPP2",15141,"TPPP2","TPPP2"
"KITLG",15143,"KITLG","KITLG"
"PTCH2",15144,"PTCH2","PTCH2"
"KERA",15145,"KERA","KERA"
"EPYC",15147,"EPYC","EPYC"
"LUM",15148,"LUM","LUM"
"DCN",15149,"DCN","DCN"
"SMIM31",15150,"SMIM31","SMIM31"
"CPE",15151,"CPE","CPE"
"TLL1",15152,"TLL1","TLL1"
"ASCL1",15153,"ASCL1","ASCL1"
"STAB2",15154,"STAB2","STAB2"
"BTC",15155,"BTC","BTC"
"HHIP",15157,"HHIP","HHIP"
"TTC29",15158,"TTC29","TTC29"
"EDNRA",15159,"EDNRA","EDNRA"
"SH3D19",15160,"SH3D19","SH3D19"
"OSR2",15161,"OSR2","OSR2"
"SLC39A4",15162,"SLC39A4","SLC39A4"
"FBXO43",15163,"FBXO43","FBXO43"
"CHRNA3",15164,"CHRNA3","CHRNA3"
"CHRNA5",15165,"CHRNA5","CHRNA5"
"PDGFRA",15166,"PDGFRA","PDGFRA"
"KCTD8",15167,"KCTD8","KCTD8"
"YIPF7",15168,"YIPF7","YIPF7"
"BAALC",15169,"BAALC","BAALC"
"GABRG1",15170,"GABRG1","GABRG1"
"CTHRC1",15171,"CTHRC1","CTHRC1"
"GABRA4",15172,"GABRA4","GABRA4"
"CCN4",15173,"CCN4","CCN4"
"TECRL",15174,"TECRL","TECRL"
"EPHA5",15175,"EPHA5","EPHA5"
"CSMD3",15176,"CSMD3","CSMD3"
"ARL9",15177,"ARL9","ARL9"
"THEGL",15178,"THEGL","SPMAP2L"
"LY6H",15180,"LY6H","LY6H"
"GPIHBP1",15181,"GPIHBP1","GPIHBP1"
"MAFA",15182,"MAFA","MAFA"
"ADGRL3",15183,"ADGRL3","ADGRL3"
"CCN3",15184,"CCN3","CCN3"
"ABRA",15185,"ABRA","ABRA"
"TMEM74",15186,"TMEM74","TMEM74"
"COL14A1",15187,"COL14A1","COL14A1"
"KCNV1",15189,"KCNV1","KCNV1"
"RASSF6",15192,"RASSF6","RASSF6"
"LAPTM4B",15193,"LAPTM4B","LAPTM4B"
"MATN2",15194,"MATN2","MATN2"
"COL4A1",15195,"COL4A1","COL4A1"
"COL4A2",15196,"COL4A2","COL4A2"
"PCDH9",15199,"PCDH9","PCDH9"
"GPC5",15202,"GPC5","GPC5"
"DCT",15203,"DCT","DCT"
"CLDN10",15204,"CLDN10","CLDN10"
"ZIC5",15205,"ZIC5","ZIC5"
"ZIC2",15206,"ZIC2","ZIC2"
"FGF14",15207,"FGF14","FGF14"
"SLITRK5",15209,"SLITRK5","SLITRK5"
"LPO",15210,"LPO","LPO"
"RAB34",15211,"RAB34","RAB34"
"FIBCD1",15212,"FIBCD1","FIBCD1"
"AATK",15213,"AATK","AATK"
"STAC2",15215,"STAC2","STAC2"
"PLXDC1",15217,"PLXDC1","PLXDC1"
"PRRX2",15219,"PRRX2","PRRX2"
"CACNA1B",15220,"CACNA1B","CACNA1B"
"GAS2L2",15221,"GAS2L2","GAS2L2"
"FAM171A2",15222,"FAM171A2","FAM171A2"
"ASB16",15223,"ASB16","ASB16"
"LMX1B",15225,"LMX1B","LMX1B"
"HOXB3",15226,"HOXB3","HOXB3"
"ITGA3",15227,"ITGA3","ITGA3"
"HOXB5",15228,"HOXB5","HOXB5"
"MPP3",15229,"MPP3","MPP3"
"FKBP10",15230,"FKBP10","FKBP10"
"TMEM132E",15231,"TMEM132E","TMEM132E"
"HOXB9",15233,"HOXB9","HOXB9"
"HID1",15234,"HID1","HID1"
"CCL13",15235,"CCL13","CCL13"
"HOXB13",15236,"HOXB13","HOXB13"
"HAP1",15237,"HAP1","HAP1"
"MEOX1",15238,"MEOX1","MEOX1"
"ETV4",15239,"ETV4","ETV4"
"USH1G",15240,"USH1G","USH1G"
"TMEM98",15241,"TMEM98","TMEM98"
"C1QTNF1",15242,"C1QTNF1","C1QTNF1"
"COL1A1",15244,"COL1A1","COL1A1"
"CHAD",15246,"CHAD","CHAD"
"EPN3",15247,"EPN3","EPN3"
"SPATA20",15248,"SPATA20","SPATA20"
"DNAI2",15250,"DNAI2","DNAI2"
"OLFML2A",15251,"OLFML2A","OLFML2A"
"NOTUM",15252,"NOTUM","NOTUM"
"GIP",15253,"GIP","GIP"
"PIP5KL1",15254,"PIP5KL1","PIP5KL1"
"PDE6G",15255,"PDE6G","PDE6G"
"IGF2BP1",15258,"IGF2BP1","IGF2BP1"
"DOC2B",15261,"DOC2B","DOC2B"
"NGFR",15262,"NGFR","NGFR"
"NXPH3",15263,"NXPH3","NXPH3"
"RNF208",15264,"RNF208","RNF208"
"WNT9B",15265,"WNT9B","WNT9B"
"LRRC26",15266,"LRRC26","LRRC26"
"DLX4",15267,"DLX4","DLX4"
"DLX3",15268,"DLX3","DLX3"
"RPRML",15269,"RPRML","RPRML"
"KRT25",15271,"KRT25","KRT25"
"CLIC3",15274,"CLIC3","CLIC3"
"PTGDS",15276,"PTGDS","PTGDS"
"CA10",15277,"CA10","CA10"
"ADAMTSL2",15278,"ADAMTSL2","ADAMTSL2"
"RAPGEFL1",15279,"RAPGEFL1","RAPGEFL1"
"MARCHF10",15280,"MARCHF10","MARCHF10"
"DBH",15282,"DBH","DBH"
"SARDH",15283,"SARDH","SARDH"
"KCNH4",15284,"KCNH4","KCNH4"
"CYGB",15285,"CYGB","CYGB"
"PRCD",15286,"PRCD","PRCD"
"TMEM100",15287,"TMEM100","TMEM100"
"C1QL1",15288,"C1QL1","C1QL1"
"GFAP",15289,"GFAP","GFAP"
"CCDC103",15290,"CCDC103","CCDC103"
"HIGD1B",15291,"HIGD1B","HIGD1B"
"GJC1",15292,"GJC1","GJC1"
"CCL16",15293,"CCL16","CCL16"
"ADAM11",15294,"ADAM11","ADAM11"
"PPP1R1B",15295,"PPP1R1B","PPP1R1B"
"CFAP77",15296,"CFAP77","CFAP77"
"MEST",15297,"MEST","MEST"
"ZNF804B",15298,"ZNF804B","ZNF804B"
"CFAP69",15299,"CFAP69","CFAP69"
"SMKR1",15300,"SMKR1","SMKR1"
"FAM237B",15301,"FAM237B","FAM237B"
"WNT2",15303,"WNT2","WNT2"
"FZD1",15304,"FZD1","FZD1"
"LRRD1",15305,"LRRD1","LRRD1"
"ADCYAP1R1",15306,"ADCYAP1R1","ADCYAP1R1"
"THSD7A",15307,"THSD7A","THSD7A"
"ITPRID1",15309,"ITPRID1","ITPRID1"
"FLNC",15310,"FLNC","FLNC"
"PTPRZ1",15311,"PTPRZ1","PTPRZ1"
"NPY",15312,"NPY","NPY"
"CALCR",15313,"CALCR","CALCR"
"TFPI2",15314,"TFPI2","TFPI2"
"GNGT1",15315,"GNGT1","GNGT1"
"PRRT4",15316,"PRRT4","PRRT4"
"LEP",15317,"LEP","LEP"
"CADPS2",15318,"CADPS2","CADPS2"
"GRM8",15319,"GRM8","GRM8"
"BMPER",15320,"BMPER","BMPER"
"HOXA1",15322,"HOXA1","HOXA1"
"HOXA2",15323,"HOXA2","HOXA2"
"HOXA4",15324,"HOXA4","HOXA4"
"HOXA10",15326,"HOXA10","HOXA10"
"HOXA11",15327,"HOXA11","HOXA11"
"HOXA13",15328,"HOXA13","HOXA13"
"EVX1",15329,"EVX1","EVX1"
"SOSTDC1",15330,"SOSTDC1","SOSTDC1"
